,20%,40%,60%,80%,100%,count
0,37.2093023255814,36.04651162790697,16.27906976744186,5.813953488372093,4.651162790697675,86.0
1,58.620689655172406,13.793103448275861,17.24137931034483,3.4482758620689653,6.896551724137931,29.0
2,73.07692307692307,7.6923076923076925,11.538461538461538,3.8461538461538463,3.8461538461538463,26.0
3,27.77777777777778,33.33333333333333,22.22222222222222,5.555555555555555,11.11111111111111,18.0
4,35.294117647058826,35.294117647058826,17.647058823529413,5.88235294117647,5.88235294117647,17.0
5,35.294117647058826,35.294117647058826,29.411764705882355,0.0,0.0,17.0
6,47.05882352941176,29.411764705882355,5.88235294117647,11.76470588235294,5.88235294117647,17.0
7,54.54545454545454,9.090909090909092,18.181818181818183,9.090909090909092,9.090909090909092,11.0
8,60.0,30.0,0.0,10.0,0.0,10.0
9,66.66666666666666,22.22222222222222,11.11111111111111,0.0,0.0,9.0
