,20%,40%,60%,80%,100%,count
0,13.286713286713287,12.237762237762238,21.328671328671327,26.573426573426573,26.573426573426573,286.0
1,11.538461538461538,9.615384615384617,19.230769230769234,27.884615384615387,31.73076923076923,104.0
2,3.076923076923077,9.230769230769232,18.461538461538463,23.076923076923077,46.15384615384615,65.0
3,25.806451612903224,6.451612903225806,22.58064516129032,32.25806451612903,12.903225806451612,31.0
4,9.67741935483871,12.903225806451612,16.129032258064516,12.903225806451612,48.38709677419355,31.0
5,7.6923076923076925,15.384615384615385,19.230769230769234,19.230769230769234,38.46153846153847,26.0
6,17.647058823529413,17.647058823529413,29.411764705882355,23.52941176470588,11.76470588235294,17.0
7,12.5,12.5,18.75,25.0,31.25,16.0
8,8.333333333333332,16.666666666666664,33.33333333333333,25.0,16.666666666666664,12.0
9,9.090909090909092,27.27272727272727,27.27272727272727,9.090909090909092,27.27272727272727,11.0
