,20%,40%,60%,80%,100%,count
0,50.0,23.776223776223777,13.636363636363635,7.3426573426573425,5.244755244755245,286.0
1,49.03846153846153,19.230769230769234,21.153846153846153,7.6923076923076925,2.8846153846153846,104.0
2,27.692307692307693,30.76923076923077,20.0,16.923076923076923,4.615384615384616,65.0
3,58.06451612903226,25.806451612903224,9.67741935483871,6.451612903225806,0.0,31.0
4,35.483870967741936,9.67741935483871,22.58064516129032,12.903225806451612,19.35483870967742,31.0
5,34.61538461538461,42.30769230769231,23.076923076923077,0.0,0.0,26.0
6,64.70588235294117,17.647058823529413,17.647058823529413,0.0,0.0,17.0
7,31.25,25.0,25.0,18.75,0.0,16.0
8,33.33333333333333,50.0,8.333333333333332,0.0,8.333333333333332,12.0
9,45.45454545454545,27.27272727272727,27.27272727272727,0.0,0.0,11.0
