,20%,40%,60%,80%,100%,count
0,82.51748251748252,9.79020979020979,3.8461538461538463,3.146853146853147,0.6993006993006993,286.0
1,86.53846153846155,9.615384615384617,2.8846153846153846,0.9615384615384616,0.0,104.0
2,78.46153846153847,15.384615384615385,3.076923076923077,3.076923076923077,0.0,65.0
3,96.7741935483871,3.225806451612903,0.0,0.0,0.0,31.0
4,61.29032258064516,16.129032258064516,9.67741935483871,3.225806451612903,9.67741935483871,31.0
5,96.15384615384616,3.8461538461538463,0.0,0.0,0.0,26.0
6,100.0,0.0,0.0,0.0,0.0,17.0
7,87.5,6.25,6.25,0.0,0.0,16.0
8,83.33333333333334,16.666666666666664,0.0,0.0,0.0,12.0
9,100.0,0.0,0.0,0.0,0.0,11.0
